platform,komentar,timestamp,komentar_clean
YouTube,Ganti audit inspektorat dan kejaksaannya,2026-04-18 12:15:42,ganti audit inspektorat jaksa
YouTube,"Editan kreatifitas sound dsb bisa 0 kalau yg ngejakan pegawai / ASN karena dia bergaji bulanan. Lah ini kan kontrak kepada pihak ke II, lucu bin ajaib.",2026-04-18 12:15:42,edit kreatifitas sound bisa kalau yg ngejakan pegawai asn dia gaji bulan lah kan kontrak pihak ii lucu bin ajaib
YouTube,"Coba angkat rekayasa kasus Gus Yaqut Qoimas, apa ada kesalahan?!",2026-04-18 12:15:42,coba angkat rekayasa kasus gus yaqut qoimas apa salah
YouTube,"Yang korupsi mereka pejabat desa cs, yang dijebloskan orang lain.  Namanya juga pejabat kolot",2026-04-18 12:15:42,korupsi jabat desa cs jeblos orang nama jabat kolot
YouTube,Berani nya sama rakyat kecil tidak punya power ini negara lebih bahaya dari Amerika,2026-04-18 12:15:42,berani nya sama rakyat kecil punya power negara lebih bahaya amerika
YouTube,bang kesalnya terasa... tapi entah knapa gw merasa lega sebagai orang miskin... ternyata orang kaya dan berpendidikan pun bisa tolol berjamaah,2026-04-18 12:15:42,bang kesal asa entah knapa gw rasa lega orang miskin nyata orang kaya didik bisa tolol jamaah
YouTube,Knpa ga bantu jadi saksi nya bang?,2026-04-18 12:15:42,knpa ga bantu jadi saksi nya bang
YouTube,Ga ada yg mau beli senjaga ilegal tetus nembak nembak orang orang tolo di pemerintahan ga?,2026-04-18 12:15:42,ga yg mau beli senjaga ilegal tetus nembak nembak orang orang tolo perintah ga
YouTube,"JPU kamfretttt dan Jaksa ketua Kamfrettt, Ahili Kamfrettt yg ada di persidangan itu. Belajar yg banyak dan Integitas tinggi harus menjadi identitas kalian. Rajin belajar dan Integritas harusnya selalu ada di pundak kalian menjadi Integritas, biar NGA tolol. Semoga pemerintah pusat turun ke Sumut, Di check di Sumut itu banyak yg korupsi.",2026-04-18 12:15:42,jpu kamfretttt jaksa ketua kamfrettt ahili kamfrettt yg sidang ajar yg banyak integitas tinggi jadi identitas kalian rajin ajar integritas harus selalu pundak kalian jadi integritas biar nga tolol moga perintah pusat turun sumut di check di sumut banyak yg korupsi
YouTube,Jangan dibikin ribet dah..jaksa dan polisi itu gajinya gak cukup buat beli fortuner baru 2 biji cash. Klo gak nyari ceperan kapan dong bisa  punya mobil bagus. Hadeehhh,2026-04-18 12:15:42,jangan bikin ribet dahjaksa polisi gaji gak cukup buat beli fortuner baru biji cash klo gak nyari ceper kapan dong punya mobil bagus hadeehhh
YouTube,"Pengalaman ku berkata untuk menjauh berkerjasama project dengan pemerintah , ada yang nembak lu untuk melakukan sesuatu ""untuk negara"" ludahin tuh orang...!! Kalian sudah berbuat cukup untuk negara dengan bayar pajak...!!",2026-04-18 12:15:42,alam ku kata jauh berkerjasama project perintah yang nembak lu laku negara ludahin tuh orang kalian buat cukup untuk negara bayar pajak
YouTube,Indonesia sudah dipenuhi KEGELAPAN,2026-04-18 12:15:42,indonesia penuh gelap
YouTube,Videonya di private coeg ,2026-04-18 12:15:42,video private coeg
YouTube,Videonya di privat ommm,2026-04-18 12:15:42,video privat ommm
YouTube,"pedagang ya naik harga jual, gak ada urusan sama anggaran pembeli . Kok bisa hukum salah penempatan istilah?",2026-04-18 12:15:42,dagang naik harga jual gak urus sama anggar beli kok hukum salah tempat istilah
YouTube,jaksanya pas kuliah modal absen doang keknya. jadi isinya kopong,2026-04-18 12:15:42,jaksa pas kuliah modal absen doang kek jadi isi kopong
YouTube,"Gk masuk di akal , ko bisa2 mark up jd korupsi, lg kan harga pasti udah di meetingin dlu , harga gorden  48,7 M yg d beli DPR  aja biasa aj KPK",2026-04-18 12:15:42,gk masuk akal ko mark up jd korupsi lg kan harga udah meetingin dlu harga gorden m yg d beli dpr aja biasa aj kpk
YouTube,emang villainnya kan pemerintah,2026-04-18 12:15:42,emang villainnya kan perintah
YouTube,40 menit 1jt biaya editing itu murah di tempatku magang dulu 800k 10-15 menit (profile PT) ah gatau ah konyol bet,2026-04-18 12:15:42,menit jt biaya editing murah tempat magang dulu k menit profile pt ah gatau ah konyol bet
YouTube,"Kalo jaksa nya salah, siapa yg ngurus jaksa ya??",2026-04-18 12:15:42,kalo jaksa nya salah siapa yg ngurus jaksa
YouTube,Masih berharap hukuman mati buat koruptor? yakin gk cuma jadi mainan doang?,2026-04-18 12:15:42,harap hukum mati buat koruptor yakin gk cuma jadi main doang
YouTube,"kenapa pejabat di negeri ini tambah lama tambah bobrok dan ga karuan kerjanya,dan mereka juga kena sanksi itupun karena viral. rakyat indonesia beneran terlalu baik sama pemerintah.bukannya mau provokasi,tapi kalo di negara lain kayak nepal,amerika,pemerintah ga karuan kayak sekarang da di demo besar2an.bukan rusuh,demo aja.itu tujuan cuma mau kasih tahu kalo arah / banyak kebijakan pemerintah yg sekarang da ga benar/melenceng berat.",2026-04-18 12:15:42,jabat negeri tambah lama tambah bobrok ga karuan kerjanyadan juga kena sanksi itu viral rakyat indonesia beneran terlalu baik sama pemerintahbukannya mau provokasitapi kalo negara kayak nepalamerikapemerintah ga karuan kayak sekarang da demo besaranbukan rusuhdemo ajaitu tuju cuma mau kasih tahu kalo arah banyak bijak perintah yg sekarang da ga benarmelenceng berat
YouTube,"baur dengar setengah video nya udah naik darah, ide kreatif, microphone, biaya editing di nilai gratis. apa mereka gak mikir influencer, youtuber, atau beberapa media TV yang sudah masuk ranag youtube dan media social lainnya tidak melakukan editing dengan memakan waktu dan jasa yang bisa di bilang itu sudah berbayar jika dilakukan perseorang atau pertim pengerjaan nya ya ? dan biaya microphone juga dinilai 0 mereka apa gak mikir microphone kudu di beli dulu untuk proses dalam pengerjaan suatu video agar video profile desa tersebut memang real dan tidak di lalui melalui AI , melainkan dari hasil kerja dan jerih payah para tim creator nya amsal sitepu. ini makin kesini kok makin parah yah penilaian auditor dari pihak jaksa nya ? cocoknya pihak jaksa yang melakukan audit tersebut dilakukan dakwaan kepada pihak audit terkait pencemaran nama baik dan perendahan suatu provesi di bidang editing video dan kreatif jasa . karena dia sudah menilai bahwa jasa dan ediing di nilai 0 rupiah dan tidak ada harga nya jika dimasukkan kedalam biaya audit oleh negara yang dimana audit dan ide kreaitif itu di nilai dan selalu di nilai baik di platform mana pun baik dari media sosial seperti youtube,facebook, dan lainnya semua itu di nilai dari harga dan margin cost nya pemilik usahan . rusak udah logika nya para kepemerintahan atau memang beritanya di naikkan karena adanya pengalihan isu dari kasus yang lebih besar dari ini ya ?",2026-04-18 12:15:42,baur dengar tengah video nya udah naik darah ide kreatif microphone biaya editing nilai gratis apa gak mikir influencer youtuber beberapa media tv masuk ranag youtube media social lain laku editing makan waktu jasa bisa bilang sudah bayar laku orang tim kerja nya biaya microphone nilai apa gak mikir microphone kudu beli dulu proses kerja suatu video video profile desa sebut memang real tidak lalu lalu ai hasil kerja jerih payah tim creator nya amsal sitepu makin kesini kok makin parah yah nilai auditor pihak jaksa nya cocok pihak jaksa laku audit sebut laku dakwa pihak audit kait cemar nama baik rendah suatu provesi bidang editing video kreatif jasa dia sudah nilai jasa ediing nilai rupiah tidak harga nya masuk dalam biaya audit negara mana audit ide kreaitif nilai selalu nilai baik platform mana baik media sosial youtubefacebook lain semua di nilai harga dan margin cost nya milik usah rusak udah logika nya perintah memang berita di naik ada alih isu kasus lebih besar dari ini
YouTube,"Beli motor buat MBG, yang 50 juta... Pada diem diem aja neh... ",2026-04-18 12:15:42,beli motor buat mbg juta diem diem aja neh
YouTube,Bongkar siapa yg nyuruh Bang,2026-04-18 12:15:42,bongkar siapa yg nyuruh bang
YouTube,"WASPADA dan HATI² Bang @ferryirwandi ini mgkin ulah elit yg sengaja mau persulit pak prabowo brantas korupsi dan koruptor. Dipancinglah agar bang ferry yg speak up,,,mk kasus yg tepat adalah yg basicnya ada di bang fery sendiri. Spy bang fery tertarik dan jd sorotan utk mematahkan usaha nangkap koruptor. Konyol dan asal²an kenapa bisa gitu. Pikirkanlah,,,",2026-04-18 12:15:42,waspada hati bang mgkin ulah elit yg sengaja mau sulit pak prabowo brantas korupsi koruptor pancing bang ferry yg speak upmk kasus yg tepat yg basicnya di bang fery sendiri spy bang fery tarik jd sorot utk patah usaha nangkap koruptor konyol asal an bisa gitu pikir
YouTube,"Dah gak tau bilang lagi ni bang, hanya bisa ",2026-04-18 12:15:42,dah gak tau bilang ni bang bisa
YouTube,Pasti bebas....komisi 3 ada sidang,2026-04-18 12:15:42,bebaskomisi sidang
YouTube,"Gak tau lg mau ngomong apa, makin kesini makin aneh org yg ada dipemerintahan",2026-04-18 12:15:42,gak tau lg mau ngomong apa makin kesini makin aneh org yg perintah
YouTube,Sejak kapan potong rambut lu bg,2026-04-18 12:15:42,sejak kapan potong rambut lu bg
YouTube,"keyakinan saya atau dugaan saya, mungkin hanya setoran saja. sehingga yaaa begini. karna kasus ini jaggal.",2026-04-18 12:15:42,yakin atau duga mungkin setor sehingga yaaa begini karna kasus jaggal
YouTube,"aku ngedit video pake capcut gratisan durasi 3 menit dibayar 35ribu, seminggu kadang 3x ngedit kualitas biasa aja. ehh itu kok gratisan, lawak.",2026-04-18 12:15:42,aku ngedit video pake capcut gratis durasi menit bayar ribu minggu kadang x ngedit kualitas biasa aja ehh kok gratis lawak
YouTube,"Periksa inspektoratnya, kompeten gak?",2026-04-18 12:15:42,periksa inspektorat kompeten gak
YouTube,Kajati nya udah minta maaf di dpr bang.. tolong tanyain jaksa2 nya dihukum apa.?,2026-04-18 12:15:42,kajati nya udah minta maaf dpr bang tanyain jaksa nya hukum apa
YouTube,Sudah jelas pejabat di Sumut lulusan SD,2026-04-18 12:15:42,jelas jabat sumut lulus sd
YouTube,kalo dokumen dakwaannya aja kocak artinya yg nyari kambing hitam bukan satu dua orang bang,2026-04-18 12:15:42,kalo dokumen dakwa aja kocak arti yg nyari kambing hitam bukan satu orang bang
YouTube,Tuntut balik yg audit,2026-04-18 12:15:42,tuntut balik yg audit
YouTube,"Langsung ga bisa di buka vidionya, di detel ke ptibadi",2026-04-18 12:15:42,langsung ga buka vidionya di detel ptibadi
YouTube,Katnya kasus ABK yang sudah clear lepas dari tuntutan katanya mau di ajukan banding ya sama Jaksa nya?,2026-04-18 12:15:42,katnya kasus abk sudah clear lepas tuntut kata mau aju banding sama jaksa nya
YouTube,Videonya di pribadi bang ,2026-04-18 12:15:42,video pribadi bang
YouTube,Coba audit robot anjing sama humanoid 2 m coba,2026-04-18 12:15:42,coba audit robot anjing sama humanoid m coba
YouTube,"Ada pepatah lama,Fer... Kalau mau padi kau banyak, belajarlah ilmu berladang... Kalau laris berdagang, belajarlah ilmu berdagang... Intinya adalah kompetensi... Kalau tak kompeten di bidang hukum,belajar dulu ilmu hukum... Jangan pula langsung kau jadi jaksa .. Kalau tak pandai bidang videografi janganlah pula pandai-pandai kau mengaudit lalu sembarang tuduh... Kepintaran dan kebodohan adalah pilihan,tapi kalau bodoh yang berlagak pintar,itu bisa bilang orang jadi zolim... Karena sok pintar itu lebih berbahaya dari sok ganteng... Itulah ucapanku untuk jaksa dan auditor dalam kasus Amsal Sitepu ini... Dia dapat tuduhan yang bodoh dengan alasan yang bodoh dari orang yang bodoh tapi ngaku pintar... Buruk kali nasibmu,Kalak...",2026-04-18 12:15:42,pepatah lamafer kalau mau padi kau banyak bajar ilmu ladang kalau laris dagang bajar ilmu dagang inti kompetensi kalau tak kompeten bidang hukumbelajar dulu ilmu hukum jangan langsung kau jadi jaksa kalau tak pandai bidang videografi jangan pandaipandai kau audit lalu sembarang tuduh pintar bodoh pilihantapi kalau bodoh lagak pintaritu bilang orang jadi zolim sok pintar lebih bahaya sok ganteng ucap jaksa auditor kasus amsal sitepu dia tuduh bodoh alas bodoh orang bodoh ngaku pintar buruk kali nasibmukalak
YouTube,Malu banget si,2026-04-18 12:15:42,malu banget si
YouTube,14:26 itu koruptor yg gitaran dan lebaran di rumah siapa sih?,2026-04-18 12:15:42,koruptor yg gitar lebaran rumah siapa sih
YouTube,Dana desa pengelolaan pengadaan barang dan jasanya kyknya beda dg APBD pak,2026-04-18 12:15:42,dana desa kelola ada barang jasa kyknya beda dg apbd pak
YouTube,"Dari dulu proyek2 serupa, birokrat mengorbankan pelaku usaha (selaku mitra) sbg kambing hitam proyek2 pemerintah.   Mrk cuci tangan dan pesta duit korupsi - namanya tak tersentuh seolah bersih, padahal........dalang busuk bangke lah!!",2026-04-18 12:15:42,dulu proyek rupa birokrat korban laku usaha selaku mitra sbg kambing hitam proyek perintah mrk cuci tangan pesta duit korupsi nama tak sentuh bersih padahaldalang busuk bangke lah
YouTube,Inspektorat MEMALUKAN,2026-04-18 12:15:42,inspektorat malu
YouTube,Apakah dia jd kambing hitam dari Anggaran Desa ?,2026-04-18 12:15:42,dia jd kambing hitam anggar desa
YouTube,mana nih komentarnya para pegawai KEJAKSAAN...??? mana nih komentarnya para pegawai KEHAKIMAN...??? mana nih komentarnya para pegawai PENGADILAN...???,2026-04-18 12:15:42,mana nih komentar pegawai jaksa mana nih komentar pegawai hakim mana nih komentar pegawai adil
YouTube,"Pertanyaan gw tuh kok bisa kepikiran di-Rp.0 kan, Secara pendidikan kayaknya mereka orang yg menempuh pendidikan yg gak sebentar kok bisa mikir begitu kayak gak masuk logika di orang seawam gw.",2026-04-18 12:15:42,tanya gw tuh kok pikir dirp kan didik kayak orang yg tempuh didik yg gak sebentar kok mikir kayak gak masuk logika orang awam gw
YouTube,"Kok gua kadang berfikir ketika nanti kiamat negara konoha yang pertama di luluh lantakan, sebab ya kalian tau sendiri lah gak usah di jelaskan",2026-04-18 12:15:42,kok gua kadang berfikir nanti kiamat negara konoha pertama luluh lantak ya kalian tau sendiri lah gak usah jelas
YouTube,"Kalau gk ngerti seni seorang editor, jgn asal ngomong  Kalau ada org jual seni lukis abstrak 1m, gmn dan apa yg mau dibahas kalau gk ngerti ? #saveAMSAL",2026-04-18 12:15:42,kalau gk ngerti seni orang editor jgn asal ngomong kalau org jual seni lukis abstrak m gmn apa yg mau bahas kalau gk ngerti
YouTube,klo itu proposal nya diajukan di tahun sebelumnya maka bisa tidak terjadi korupsi bang,2026-04-18 12:15:42,klo proposal nya aju tahun belum bisa jadi korupsi bang
YouTube,"Kepdes n camat serta dinas PMD kn tandatangan tuh buat lolosin APBDes, ciduklh itu inspektorator kon",2026-04-18 12:15:42,kepdes n camat dinas pmd kn tandatangan tuh buat lolosin apbdes ciduklh inspektorator kon
YouTube,"Gw curiga ada pengalihan isu, 3 kejahatan di saat yang pas itu gimana, yang abk selesai langsung muncul yang baru, Penyiraman air keras, pas kasus penyiraman air keras udah mulai redup muncul kasus ini, ada apa sih belakangan ini kasusnya konsisten ngepas udah gitu gak jelas lagi kayak di sengaja pengen buat pengalihan",2026-04-18 12:15:42,gw curiga alih isu jahat saat pas gimana abk selesai langsung muncul baru siram air keras pas kasus siram air keras udah mulai redup muncul kasus ada apa sih belakang kasus konsisten ngepas udah gitu gak jelas kayak sengaja ken buat alih
YouTube,Jaksa jaksa dong*,2026-04-18 12:15:42,jaksa jaksa dong
YouTube,Bisakah inspektorat atau auditor yang mempidanakan kasus ini dituntut balik? atas penyemaran nama baik & fitnah,2026-04-18 12:15:42,bisa inspektorat auditor pidana kasus tuntut balik atas mar nama baik fitnah
YouTube,"Jujur, udah capek kali dengan kelakuan auditor Baik itu dari inspektorat, BPK Pernah kejadian pekerjaan plafond, kan ada titik titik lampunya Luasan plafondnya dikurangin dengan jumlah titik lampunya Logika aja, gimana cara orang beli plafond dengan bolong bolong titik lampunya. Tapi ya karena menghindari masalah (resiko blacklist) terpaksa juga membayar pengembalian uang negara hasil auditor yang gak masuk akal Terkadang auditor tu datang ngaudit suatu pekerjaan udah ada target berapa persen pengembalian uang negara yang harus dikejar",2026-04-18 12:15:42,jujur udah capek kali laku auditor baik dari inspektorat bpk pernah jadi kerja plafond kan titik titik lampu luas plafondnya rangin jumlah titik lampu logika aja gimana cara orang beli plafond bolong bolong titik lampu ya hindar masalah resiko blacklist paksa bayar kembali uang negara hasil auditor gak masuk akal terkadang auditor tu datang ngaudit suatu kerja udah target berapa persen kembali uang negara harus kejar
YouTube,"Udah paling bener, gausah sok2an jadi vendornya pemerintah.  Mending gausah. Pemerintah korup kek gtu seneng klo lu mau jadi kambing hitam mereka.",2026-04-18 12:15:42,udah paling bener gausah sok jadi vendor perintah mending gausah perintah korup kek gtu neng klo lu mau jadi kambing hitam
YouTube,Kelas...  Membuktikan dengan data wkwkwk,2026-04-18 12:15:42,kelas bukti data wkwkwk
YouTube,"Bodoh iya, tapi sepertinya perlu diselidiki lagi masalah anehnya. Kenapa dari banyak sekali pengadaan yang ratusan juta dan miliaran, kenapa jaksa malah dengan sengaja blunder dengan menargetkan pengadaan yang hanya 30 juta?  Apakah ada yang ngejar KPI (key performance indicator) dan mencari korban empuk?",2026-04-18 12:15:42,bodoh iya seperti perlu selidik masalah aneh dari banyak sekali ada ratus juta miliar jaksa malah sengaja blunder target ada hanya juta ada ngejar kpi key performance indicator cari korban empuk
YouTube,silvester M apa kabar jaksa?,2026-04-18 12:15:42,silvester m apa kabar jaksa
YouTube,Inspektorat mana ada yang beres.,2026-04-18 12:15:42,inspektorat mana yang beres
YouTube,Gw yakin tu orang suka nonton suka pake software bajakan,2026-04-18 12:15:42,gw yakin tu orang suka nonton suka pake software baja
YouTube,Inspektoratnya Perlu di AUDIT Menyeluruh Oleh BPK. RI. dan Inspektoratnya Perlu Belajar banyak Lagi..,2026-04-18 12:15:42,inspektorat perlu audit seluruh bpk ri inspektorat perlu ajar banyak
YouTube,sangat bodoh sekali orang yang mendakwa amsalll....terlalu sangat memalukan........,2026-04-18 12:15:42,sangat bodoh sekali orang dakwa amsalllterlalu sangat malu
YouTube,Salam brownies disebut sudah biasa menjadi budaya kerja ujar si anu di depan anggota  dpr ,2026-04-18 12:15:42,salam brownies sebut biasa jadi budaya kerja ujar si di depan anggota dpr
YouTube,udah aneh bang negri ini,2026-04-18 12:15:42,udah aneh bang negri
YouTube,Wkwkwkw ketawa.. udah dipecat blm tuh jaksanya,2026-04-18 12:15:42,wkwkwkw ketawa udah pecat blm tuh jaksa
YouTube,"Arahnya memeras, karena gak cair cari cara buat masuk bui",2026-04-18 12:15:42,arah peras gak cair cari cara buat masuk bui
YouTube,Video yang di deskripsi di setel privat Bang,2026-04-18 12:15:42,video deskripsi di setel privat bang
YouTube,Apakah yg melakukan audit dulunya keterima jalur ordal / nyogok? Hhe,2026-04-18 12:15:42,yg laku audit terima jalur ordal nyogok hhe
YouTube,Apakah setelah jaksa memalukan amsal apakah ada ruang untuk tu tuntut balik jaksa untuk di laporkan balik dan di hukum,2026-04-18 12:15:42,telah jaksa malu amsal ada ruang tu tuntut balik jaksa di lapor balik di hukum
YouTube,"Ada bau kambing, tp ini yg putih, yg hitam tertawa",2026-04-18 12:15:42,bau kambing tp yg putih yg hitam tertawa
YouTube,"Auditor pemerintah kok banyak yang gaguna gini, dulu sekolah bener gasih atau cuma ordal doang sih ini?",2026-04-18 12:15:42,auditor perintah kok banyak gaguna gin dulu sekolah bener gasih cuma ordal doang sih
YouTube,Pemerintah daerah DI NKRI memang bobrok... Makanya mereka mencari kambing hitam. Itu perspektif saya.,2026-04-18 12:15:42,perintah daerah nkri memang bobrok makanya cari kambing hitam perspektif
YouTube,"Another pov bang JPU tidak bisa mencantumkan Perpres 16/2018 dan 12/2021 tentang PBJ karena memang belum ada klausulnya di Perpres tsb. Jadi PBJ Desa saat itu baru diatur dengan Perlem LKPP 12/2021 yang kemudian Perlem dimaksud dirujuk menjadi Pergub/Perbup ttg PBJ Desa. Agak sedikit berbeda peraturan tentang PBJ Desa. Tapi memang yang mengherankan dalam kasus ini kenapa hanya penyedia saja yang dicari kesalahannya sementara pelaku PBJ Desa lain (Kades, Kaur, TPK) gak dilibatkan sama sekali padahal mereka satu rangkaian sebab akibat.",2026-04-18 12:15:42,another pov bang jpu bisa cantum pres pbj memang ada klausul pres tsb jadi pbj desa itu baru atur lem lkpp kemudian lem maksud rujuk jadi pergubperbup ttg pbj desa sedikit beda atur tentang pbj desa memang heran kasus kenapa sedia yang cari salah laku pbj desa kades kaur tpk gak libat sama sekali padahal satu rangkai akibat
YouTube,"aneh seorang penjual jasa video creator dituduh menaikkan harga paket pekerjaan, apa masih waras para penuduh dia korupsi ?",2026-04-18 12:15:42,aneh orang jual jasa video creator tuduh naik harga paket kerja apa waras tuduh korupsi
YouTube,Bang Video Profil Desanya udah Tidak bisa di Cari,2026-04-18 12:15:42,bang video profil desa udah bisa cari
YouTube,bisa gak si kita tuntut balik?,2026-04-18 12:15:42,gak si tuntut balik
YouTube,Bang lanjutan kasus gaji DPR kemarin gimana?,2026-04-18 12:15:42,bang lanjut kasus gaji dpr kemarin gimana
YouTube,wajarkah ada yang tersangka korupsi sedangkan video nya bagus dengan anggaran kemurahan  sedangkan ada yang buat filem animasi menggunakan dana siapa tapi hasilnya jelek,2026-04-18 12:15:42,wajar sangka korupsi video nya bagus anggar murah ada yang buat filem animasi guna dana siapa hasil jelek
YouTube,Gw penasaran sama isi proposalnya deh,2026-04-18 12:15:42,gw penasaran sama isi proposal deh
YouTube,"Ini Kasus konyol jg ya,yg korupsi pemerintahnya saja aman2,org yg tdk bermasalah kena imbasnya sungguh lucu sekali negeri konoha ,sdh ach gua rakyat jelata ckp sedikit comment saja biar yg korupsi ama sang pencipta urusannya",2026-04-18 12:15:42,kasus konyol jg yayg korupsi perintah amanorg yg tdk masalah kena imbas sungguh lucu sekali negeri konoha sdh ach gua rakyat jelata ckp sedikit comment biar yg korupsi ama sang cipta urus
YouTube,Semakin parah nih jaksa konoha,2026-04-18 12:15:42,makin parah nih jaksa konoha
YouTube,"Bang, numpang tanya. Setiap selesai penanganan suatu kasus, apakah ada semacam evaluasi meski hanya untuk double check atau evaluasi jika saja ada tahap yg dinilai terlewat atau salah atau tidak tepat? Kok sepertinya ""sering sekali"" kasus konyol seperti ini terjadi di kalangan pemerintah.",2026-04-18 12:15:42,bang numpang tanya selesai tangan suatu kasus macam evaluasi meski untuk double check evaluasi saja ada tahap yg nilai lewat salah tidak tepat kok seperti sering sekali kasus konyol ini jadi kalang perintah
YouTube,Kek ginilah jadinya kalo manusia NPD jadi pejabat dan bikin kebijakan,2026-04-18 12:15:42,kek gin jadi kalo manusia npd jadi jabat bikin bijak
YouTube,biasanya yang mark up bukannya pembeli nya,2026-04-18 12:15:42,biasa mark up bukan beli nya
YouTube,Lapor balik bisa ga sii? pencemaran nama baik,2026-04-18 12:15:42,lapor balik ga sii cemar nama baik
YouTube,Lo pikir pengadilan masih sehat?? Lo liat ijazah Jokowi.. Kalo pengadilan sehat itu Ijazah udah di bawa ke pengadilan dan di cek sama Roy CS.. Masalah selesai!!,2026-04-18 12:15:42,lo pikir adil sehat lo liat ijazah jokowi kalo adil sehat ijazah udah bawa adil di cek sama roy cs masalah selesai
YouTube,sdm rendah kah para penegak hukum nya ya bang !!!,2026-04-18 12:15:42,sdm rendah para tegak hukum nya bang
YouTube,"Auditor Inspektorat dan Jaksa nya apes... Biasanya mulus, kali ini viral, gagal cuan, malah boncos...",2026-04-18 12:15:42,auditor inspektorat jaksa nya apes biasa mulus kali viral gagal cuan malah boncos
YouTube,Video nya di Diskripsi kok gak bisa di nonton ya bang,2026-04-18 12:15:42,video nya skripsi kok gak di nonton bang
YouTube,"Mungkin memang oknum kejaksaan bodoh, mau coba cari kasus utk karir dan nya prestasi, tapi ending nya selesai ..kelaarr...karena viral heboh kebodohan nya jadi berita Nasional",2026-04-18 12:15:42,mungkin memang oknum jaksa bodoh mau coba cari kasus utk karir nya prestasi ending nya selesai kelaarrkarena viral heboh bodoh nya jadi berita nasional
YouTube,sangat  menyedihkan,2026-04-18 12:15:42,sangat sedih
YouTube,Lah anak saya suruh edit video buat yutub saya aja minta honor  ini suruh nol beaya gimana certanya,2026-04-18 12:15:42,lah anak suruh edit video buat yutub aja minta honor suruh nol beaya gimana certanya
YouTube,Ah salahhh itu...TERLALU MURAH ITU SALAH LAHH.... BGMN BS SETORR,2026-04-18 12:15:42,ah salahhh ituterlalu murah salah lahh bgmn bs setorr
YouTube,"konoha konyol"" nya keterlalun",2026-04-18 12:15:42,konoha konyol nya keterlalun
YouTube,SDM GOTHAM CITY...? AH SUDAHLAH....,2026-04-18 12:15:42,sdm gotham city ah sudah
YouTube,yg menyetujui ga ditangkep?,2026-04-18 12:15:42,yg tuju ga ditangkep
YouTube,Itu proyek MBG di mark up brp ya ,2026-04-18 12:15:42,proyek mbg mark up brp
YouTube,Suka suka  jaksa nya  ya..aneh ..kayak tak sekolah  aja 🫣,2026-04-18 12:15:42,suka suka jaksa nya yaaneh kayak tak sekolah aja
YouTube,"kalau mau gratis , bilang dari awal dong ....",2026-04-18 12:15:42,kalau mau gratis bilang awal dong
YouTube,"Terlalu bodoh buat pemikiran para Jaksa.  Yg salah team rekrutmen kok bisa ngumpulin orang2 bodoh, perlu diaudit itu. Ada KKN??",2026-04-18 12:15:42,terlalu bodoh buat pikir jaksa yg salah team rekrutmen kok ngumpulin orang bodoh perlu audit ada kkn
YouTube,brati ada yg ngga kebagian duitnya bang,2026-04-18 12:15:42,brati yg ngga bagi duit bang
YouTube,videonya di private bang ,2026-04-18 12:15:42,video private bang
YouTube,Ini bapak ibu inspektorat gk kebagian jatah .. jadi dimunculkan   akal kalau  si amsal korupsi..  Hahaaaa,2026-04-18 12:15:42,bapak ibu inspektorat gk bagi jatah jadi muncul akal kalau si amsal korupsi hahaaaa
YouTube,"Gw lagi tabung uang untuk pindah negara, pusing gw, pecah kepala lama” di indo ni",2026-04-18 12:15:42,gw tabung uang pindah negara pusing gw pecah kepala lama indo ni
YouTube,Ini mah pengalihan isu 271T,2026-04-18 12:15:42,mah alih isu t
YouTube,halahhhh yg jadi auditor juga aki aki sama emak emak yg bentar lagi pensiun. ngerti apa mereka tentang teknologi hari ini??? udah lah orang2 yg ga becus jangan jadi pejabat atau pemangku kepentingan. ngurus masalah aja asal asalan. mending ganti AI aja dahh orang2 yg use less gituuu ..,2026-04-18 12:15:42,halahhhh yg jadi auditor aki aki sama emak emak yg bentar pensiun ngerti apa tentang teknologi hari udah lah orang yg ga becus jangan jadi jabat mang penting ngurus masalah aja asal asal mending ganti ai aja dahh orang yg use less gituuu
YouTube,Videonya disetel video pribadi,2026-04-18 12:15:42,video setel video pribadi
YouTube,"pertanyaannya justru di pengadilannya, kok bisa HAKIM kok begitu ?",2026-04-18 12:15:43,tanya justru adil kok hakim kok
YouTube,"Wait wait , Amsal ini kan vendor , mosok vendor disalahkan ? loe punya perusahaan , trus ada AC rusak , bagian pengadaan/ purchasing panggil tukang reparasi AC . belakangan diketahui ongkosnya dianggap mahal , trus loe tuntut itu tukang reparasi AC nya........... trus kasusnya diproses pula sampai pengadilan ",2026-04-18 12:15:43,wait wait amsal kan vendor mosok vendor salah loe punya usaha trus ac rusak bagi ada purchasing panggil tukang reparasi ac belakang tahu ongkos anggap mahal trus loe tuntut tukang reparasi ac nya trus kasus proses sampai adil
YouTube,Udah lama nganggur mungkin jaksanya,2026-04-18 12:15:43,udah lama nganggur mungkin jaksa
YouTube,lah namanya juga jaksa  di konoha lulusan PAUD... asal ada titipan apapun kasus nya pasti d adain... (jaksa) JAdikan Kasus Supaya Ada cuan..,2026-04-18 12:15:43,lah nama jaksa konoha lulus paud asal titip apa kasus nya d adain jaksa jadi kasus ada cuan
YouTube,kenapa kok videonya tidak tersedia teman teman? wkkw,2026-04-18 12:15:43,kok video sedia teman teman wkkw
YouTube,kelanjutan jaksanya gimana tuh??? dapat sangsi apa???,2026-04-18 12:15:43,lanjut jaksa gimana tuh sangsi apa
